workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
randwrite,2048,ordered,mq-deadline,128,on,atime,5,libaio,1444.091946,21947,10973.8781
rw,2048,ordered,mq-deadline,128,on,atime,5,libaio,776.0579456,18147,9073.858115
randrw,2048,ordered,mq-deadline,128,on,atime,5,libaio,1697.799287,9343,4671.837026
read,2048,ordered,mq-deadline,128,on,atime,30,sync,1.369352654,299593,149796.5714
write,2048,ordered,mq-deadline,128,on,atime,30,sync,54.10184973,36561,18280.61367
randread,2048,ordered,mq-deadline,128,on,atime,30,sync,22.65347978,84753,42376.98028
randwrite,2048,ordered,mq-deadline,128,on,atime,30,sync,72.00213141,27406,13703.29326
rw,2048,ordered,mq-deadline,128,on,atime,30,sync,5.877246515,90902,45451.32128
randrw,2048,ordered,mq-deadline,128,on,atime,30,sync,99.20869614,11793,5896.697943
read,2048,ordered,mq-deadline,128,on,atime,30,libaio,41.01198692,245453,122726.5918
write,2048,ordered,mq-deadline,128,on,atime,30,libaio,680.6875502,46454,23227.36133
randread,2048,ordered,mq-deadline,128,on,atime,30,libaio,352.1278742,73142,36571.42857
randwrite,2048,ordered,mq-deadline,128,on,atime,30,libaio,1230.101233,25832,12916.04257
rw,2048,ordered,mq-deadline,128,on,atime,30,libaio,161.0098005,62098,31049.40618
randrw,2048,ordered,mq-deadline,128,on,atime,30,libaio,1556.242888,10165,5082.743604
read,2048,ordered,mq-deadline,128,off,noatime,5,sync,1.350502266,288704,144352.4229
write,2048,ordered,mq-deadline,128,off,noatime,5,sync,55.14147467,35841,17920.70003
randread,2048,ordered,mq-deadline,128,off,noatime,5,sync,25.2258341,64710,32355.46779
randwrite,2048,ordered,mq-deadline,128,off,noatime,5,sync,71.28933567,27666,13833.45646
rw,2048,ordered,mq-deadline,128,off,noatime,5,sync,8.321033492,78321,39160.5752
randrw,2048,ordered,mq-deadline,128,off,noatime,5,sync,98.76004367,11820,5910.028031
read,2048,ordered,mq-deadline,128,off,noatime,5,libaio,37.79318858,259291,129645.8952
write,2048,ordered,mq-deadline,128,off,noatime,5,libaio,997.0401733,31883,15941.62004
randread,2048,ordered,mq-deadline,128,off,noatime,5,libaio,376.7026392,68912,34456.36173
randwrite,2048,ordered,mq-deadline,128,off,noatime,5,libaio,1214.291863,26138,13069.29903
rw,2048,ordered,mq-deadline,128,off,noatime,5,libaio,94.41697945,83847,41923.66902
randrw,2048,ordered,mq-deadline,128,off,noatime,5,libaio,1490.590705,10499,5249.718876
read,2048,ordered,mq-deadline,128,off,noatime,30,sync,1.729226173,239619,119809.872
write,2048,ordered,mq-deadline,128,off,noatime,30,sync,60.64867332,32552,16276.17037
randread,2048,ordered,mq-deadline,128,off,noatime,30,sync,27.96905325,47836,23918.24818
randwrite,2048,ordered,mq-deadline,128,off,noatime,30,sync,104.1880381,18987,9493.843257
rw,2048,ordered,mq-deadline,128,off,noatime,30,sync,14.10028695,56465,28232.82937
randrw,2048,ordered,mq-deadline,128,off,noatime,30,sync,96.18119927,11684,5842.406365
read,2048,ordered,mq-deadline,128,off,noatime,30,libaio,197.0199878,101448,50724.4582
write,2048,ordered,mq-deadline,128,off,noatime,30,libaio,1084.102062,29221,14610.63427
randread,2048,ordered,mq-deadline,128,off,noatime,30,libaio,573.5057385,55223,27611.54413
randwrite,2048,ordered,mq-deadline,128,off,noatime,30,libaio,1422.822844,22351,11175.98909
rw,2048,ordered,mq-deadline,128,off,noatime,30,libaio,71.99973984,99860,49930.48128
randrw,2048,ordered,mq-deadline,128,off,noatime,30,libaio,1450.042202,11000,5500.210385
read,2048,ordered,mq-deadline,128,off,atime,5,sync,1.458941589,194613,97306.60728
write,2048,ordered,mq-deadline,128,off,atime,5,sync,41.61146737,47369,23684.85725
randread,2048,ordered,mq-deadline,128,off,atime,5,sync,22.80204542,62849,31424.59842
randwrite,2048,ordered,mq-deadline,128,off,atime,5,sync,62.93374799,31356,15678.4689
rw,2048,ordered,mq-deadline,128,off,atime,5,sync,7.4984303,84607,42303.55987
randrw,2048,ordered,mq-deadline,128,off,atime,5,sync,115.1880267,10422,5211.210333
read,2048,ordered,mq-deadline,128,off,atime,5,libaio,30.75808509,191625,95812.8655
write,2048,ordered,mq-deadline,128,off,atime,5,libaio,789.2241974,40052,20026.2796
randread,2048,ordered,mq-deadline,128,off,atime,5,libaio,402.2867674,60193,30096.90012
randwrite,2048,ordered,mq-deadline,128,off,atime,5,libaio,914.5083331,34711,17355.9322
rw,2048,ordered,mq-deadline,128,off,atime,5,libaio,242.9901312,40183,20091.91516
randrw,2048,ordered,mq-deadline,128,off,atime,5,libaio,1251.123539,12538,6269.448441
read,2048,ordered,mq-deadline,128,off,atime,30,sync,1.224275993,1061311,530655.8704
write,2048,ordered,mq-deadline,128,off,atime,30,sync,41.44851368,47576,23788.02178
randread,2048,ordered,mq-deadline,128,off,atime,30,sync,28.53406305,57932,28966.18785
randwrite,2048,ordered,mq-deadline,128,off,atime,30,sync,62.48748332,31534,15767.11175
rw,2048,ordered,mq-deadline,128,off,atime,30,sync,29.90149568,44356,22178.14727
randrw,2048,ordered,mq-deadline,128,off,atime,30,sync,90.28109067,13361,6680.874987
read,2048,ordered,mq-deadline,128,off,atime,30,libaio,32.3112431,267493,133746.9388
write,2048,ordered,mq-deadline,128,off,atime,30,libaio,738.3049011,42631,21315.98634
randread,2048,ordered,mq-deadline,128,off,atime,30,libaio,370.2766574,41049,20524.89822
randwrite,2048,ordered,mq-deadline,128,off,atime,30,libaio,1230.746354,25801,12900.7874
rw,2048,ordered,mq-deadline,128,off,atime,30,libaio,83.99228553,95554,47777.04678
randrw,2048,ordered,mq-deadline,128,off,atime,30,libaio,1246.316493,12522,6261.04033
read,2048,ordered,mq-deadline,256,on,noatime,5,sync,1.217884338,1028015,514007.8431
write,2048,ordered,mq-deadline,256,on,noatime,5,sync,41.09736287,47915,23957.59459
randread,2048,ordered,mq-deadline,256,on,noatime,5,sync,19.33735962,50744,25372.04801
randwrite,2048,ordered,mq-deadline,256,on,noatime,5,sync,83.85509946,23588,11794.47494
rw,2048,ordered,mq-deadline,256,on,noatime,5,sync,16.73046115,74019,37009.62627
randrw,2048,ordered,mq-deadline,256,on,noatime,5,sync,94.91020028,12501,6250.86075
read,2048,ordered,mq-deadline,256,on,noatime,5,libaio,33.45706188,257003,128501.9608
write,2048,ordered,mq-deadline,256,on,noatime,5,libaio,695.1429255,45353,22676.81661
randread,2048,ordered,mq-deadline,256,on,noatime,5,libaio,432.3396678,62653,31326.95985
randwrite,2048,ordered,mq-deadline,256,on,noatime,5,libaio,1100.853023,28867,14433.65268
rw,2048,ordered,mq-deadline,256,on,noatime,5,libaio,125.4941354,121938,60969.21642
randrw,2048,ordered,mq-deadline,256,on,noatime,5,libaio,1191.923697,13119,6559.514251
read,2048,ordered,mq-deadline,256,on,noatime,30,sync,1.269232079,262932,131466.3992
write,2048,ordered,mq-deadline,256,on,noatime,30,sync,49.79696176,39706,19853.37776
randread,2048,ordered,mq-deadline,256,on,noatime,30,sync,22.19094344,72057,36028.58714
randwrite,2048,ordered,mq-deadline,256,on,noatime,30,sync,79.61748856,24866,12433.31436
rw,2048,ordered,mq-deadline,256,on,noatime,30,sync,9.316355636,142084,71042.3913
randrw,2048,ordered,mq-deadline,256,on,noatime,30,sync,92.5866417,12883,6441.849005
read,2048,ordered,mq-deadline,256,on,noatime,30,libaio,31.58809145,266949,133474.5418
write,2048,ordered,mq-deadline,256,on,noatime,30,libaio,719.1874677,43719,21859.9066
randread,2048,ordered,mq-deadline,256,on,noatime,30,libaio,345.7405846,73989,36994.63731
randwrite,2048,ordered,mq-deadline,256,on,noatime,30,libaio,847.643029,37337,18668.56573
rw,2048,ordered,mq-deadline,256,on,noatime,30,libaio,73.38186671,26979,13489.98968
randrw,2048,ordered,mq-deadline,256,on,noatime,30,libaio,1331.254064,11758,5879.194027
read,2048,ordered,mq-deadline,256,on,atime,5,sync,1.191220673,305529,152764.5688
write,2048,ordered,mq-deadline,256,on,atime,5,sync,55.10134679,35895,17947.69273
randread,2048,ordered,mq-deadline,256,on,atime,5,sync,21.9627477,70582,35291.3301
randwrite,2048,ordered,mq-deadline,256,on,atime,5,sync,87.30981731,22661,11330.56708
rw,2048,ordered,mq-deadline,256,on,atime,5,sync,7.854183739,85885,42942.83837
randrw,2048,ordered,mq-deadline,256,on,atime,5,sync,90.2958414,13092,6546.374199
read,2048,ordered,mq-deadline,256,on,atime,5,libaio,27.74858476,281572,140786.2513
write,2048,ordered,mq-deadline,256,on,atime,5,libaio,700.1782054,45111,22555.84237
randread,2048,ordered,mq-deadline,256,on,atime,5,libaio,383.3241866,68606,34303.06203
randwrite,2048,ordered,mq-deadline,256,on,atime,5,libaio,1652.043955,19265,9632.689057
rw,2048,ordered,mq-deadline,256,on,atime,5,libaio,105.2736483,85885,42942.83837
randrw,2048,ordered,mq-deadline,256,on,atime,5,libaio,1170.87037,13422,6711.05863
read,2048,ordered,mq-deadline,256,on,atime,30,sync,1.224728134,290303,145151.7165
write,2048,ordered,mq-deadline,256,on,atime,30,sync,52.51914721,37680,18840.30473
randread,2048,ordered,mq-deadline,256,on,atime,30,sync,21.54557082,72057,36028.58714
randwrite,2048,ordered,mq-deadline,256,on,atime,30,sync,59.07035785,33326,16663.10704
rw,2048,ordered,mq-deadline,256,on,atime,30,sync,5.596149849,192799,96399.70502
randrw,2048,ordered,mq-deadline,256,on,atime,30,sync,108.0850396,11197,5598.680829
read,2048,ordered,mq-deadline,256,on,atime,30,libaio,32.77371112,271089,135544.9845
write,2048,ordered,mq-deadline,256,on,atime,30,libaio,1159.347647,26801,13400.67478
randread,2048,ordered,mq-deadline,256,on,atime,30,libaio,412.3201601,64156,32078.3162
randwrite,2048,ordered,mq-deadline,256,on,atime,30,libaio,1294.485594,24589,12294.53147
rw,2048,ordered,mq-deadline,256,on,atime,30,libaio,77.23976195,92119,46059.90134
randrw,2048,ordered,mq-deadline,256,on,atime,30,libaio,1450.451195,10853,5426.685487
read,2048,ordered,mq-deadline,256,off,noatime,5,sync,1.238449379,1078781,539390.9465
write,2048,ordered,mq-deadline,256,off,noatime,5,sync,43.03818494,45805,22902.67342
randread,2048,ordered,mq-deadline,256,off,noatime,5,sync,21.23495686,71800,35900.30129
randwrite,2048,ordered,mq-deadline,256,off,noatime,5,sync,86.07828154,22970,11485.45391
rw,2048,ordered,mq-deadline,256,off,noatime,5,sync,6.155608118,188083,94041.72662
randrw,2048,ordered,mq-deadline,256,off,noatime,5,sync,95.03935033,12460,6230.006672
read,2048,ordered,mq-deadline,256,off,noatime,5,libaio,29.84877203,271370,135685.3002
write,2048,ordered,mq-deadline,256,off,noatime,5,libaio,753.3648668,41855,20927.98978
randread,2048,ordered,mq-deadline,256,off,noatime,5,libaio,306.5120399,81335,40667.7009
randwrite,2048,ordered,mq-deadline,256,off,noatime,5,libaio,1016.286462,31200,15600.09522
rw,2048,ordered,mq-deadline,256,off,noatime,5,libaio,367.787646,42648,21324.30669
randrw,2048,ordered,mq-deadline,256,off,noatime,5,libaio,1479.408028,10775,5387.766878
read,2048,ordered,mq-deadline,256,off,noatime,30,sync,1.285597794,304111,152055.6845
write,2048,ordered,mq-deadline,256,off,noatime,30,sync,46.42092254,42542,21271.0159
randread,2048,ordered,mq-deadline,256,off,noatime,30,sync,20.15972023,76942,38471.38245
randwrite,2048,ordered,mq-deadline,256,off,noatime,30,sync,50.55454148,38911,19455.54401
rw,2048,ordered,mq-deadline,256,off,noatime,30,sync,7.714034196,154513,77256.50118
randrw,2048,ordered,mq-deadline,256,off,noatime,30,sync,95.35059736,11457,5728.722938
read,2048,ordered,mq-deadline,256,off,noatime,30,libaio,30.43540219,286183,143091.7031
write,2048,ordered,mq-deadline,256,off,noatime,30,libaio,741.0722969,42521,21260.66505
randread,2048,ordered,mq-deadline,256,off,noatime,30,libaio,359.4711504,71624,35812.02186
randwrite,2048,ordered,mq-deadline,256,off,noatime,30,libaio,1206.153902,26324,13162.48243
rw,2048,ordered,mq-deadline,256,off,noatime,30,libaio,109.7814055,81545,40772.92576
randrw,2048,ordered,mq-deadline,256,off,noatime,30,libaio,1316.826838,10956,5478.082307
read,2048,ordered,mq-deadline,256,off,atime,5,sync,1.207974625,764268,382134.1108
write,2048,ordered,mq-deadline,256,off,atime,5,sync,45.41723521,43415,21707.85028
randread,2048,ordered,mq-deadline,256,off,atime,5,sync,21.73301563,73142,36571.42857
randwrite,2048,ordered,mq-deadline,256,off,atime,5,sync,93.74886449,21144,10572.02775
rw,2048,ordered,mq-deadline,256,off,atime,5,sync,45.79280517,26671,13335.84983
randrw,2048,ordered,mq-deadline,256,off,atime,5,sync,104.9275787,9836,4918.278275
read,2048,ordered,mq-deadline,256,off,atime,5,libaio,29.31850916,282178,141089.3434
write,2048,ordered,mq-deadline,256,off,atime,5,libaio,790.5985795,39900,19950.0761
randread,2048,ordered,mq-deadline,256,off,atime,5,libaio,372.6164318,69756,34878.12666
randwrite,2048,ordered,mq-deadline,256,off,atime,5,libaio,1064.754315,29839,14919.97723
rw,2048,ordered,mq-deadline,256,off,atime,5,libaio,164.0130884,64046,32023.02793
randrw,2048,ordered,mq-deadline,256,off,atime,5,libaio,1241.575945,11615,5807.623956
read,2048,ordered,mq-deadline,256,off,atime,30,sync,1.192654854,282178,141089.3434
write,2048,ordered,mq-deadline,256,off,atime,30,sync,52.72800803,37577,18788.99083
randread,2048,ordered,mq-deadline,256,off,atime,30,sync,22.2207391,71487,35743.65967
randwrite,2048,ordered,mq-deadline,256,off,atime,30,sync,62.48681368,31526,15763.3193
rw,2048,ordered,mq-deadline,256,off,atime,30,sync,14.36233233,59852,29926.28205
randrw,2048,ordered,mq-deadline,256,off,atime,30,sync,97.50445452,9728,4864.468592
read,2048,ordered,mq-deadline,256,off,atime,30,libaio,28.50582715,293554,146777.1557
write,2048,ordered,mq-deadline,256,off,atime,30,libaio,734.9551927,42826,21413.49453
randread,2048,ordered,mq-deadline,256,off,atime,30,libaio,429.2110463,61262,30631.45595
randwrite,2048,ordered,mq-deadline,256,off,atime,30,libaio,1141.9397,27831,13915.7023
rw,2048,ordered,mq-deadline,256,off,atime,30,libaio,509.1929227,26896,13448.35391
randrw,2048,ordered,mq-deadline,256,off,atime,30,libaio,1278.254721,12315,6157.810439
read,2048,ordered,mq-deadline,512,on,noatime,5,sync,1.207691986,302706,151353.3487
write,2048,ordered,mq-deadline,512,on,noatime,5,sync,42.50350805,46421,23210.90845
randread,2048,ordered,mq-deadline,512,on,noatime,5,sync,21.36134908,74010,37005.08188
randwrite,2048,ordered,mq-deadline,512,on,noatime,5,sync,87.60703824,22639,11319.80309
rw,2048,ordered,mq-deadline,512,on,noatime,5,sync,50.09231947,24131,12065.53443
randrw,2048,ordered,mq-deadline,512,on,noatime,5,sync,87.08327225,13266,6633.411144
read,2048,ordered,mq-deadline,512,on,noatime,5,libaio,28.53095016,279173,139586.7945
write,2048,ordered,mq-deadline,512,on,noatime,5,libaio,771.8992162,41101,20550.64284
randread,2048,ordered,mq-deadline,512,on,noatime,5,libaio,381.2507434,68804,34402.09974
randwrite,2048,ordered,mq-deadline,512,on,noatime,5,libaio,1001.712788,31717,15858.68119
rw,2048,ordered,mq-deadline,512,on,noatime,5,libaio,136.3188714,70620,35310.10265
randrw,2048,ordered,mq-deadline,512,on,noatime,5,libaio,1174.2093,13163,6581.973817
read,2048,ordered,mq-deadline,512,on,noatime,30,sync,1.270730804,1008246,504123.0769
write,2048,ordered,mq-deadline,512,on,noatime,30,sync,52.22211125,37909,18954.73608
randread,2048,ordered,mq-deadline,512,on,noatime,30,sync,21.37643981,73491,36745.7247
randwrite,2048,ordered,mq-deadline,512,on,noatime,30,sync,80.95208025,24453,12226.86567
rw,2048,ordered,mq-deadline,512,on,noatime,30,sync,5.851294803,97696,48848.28102
randrw,2048,ordered,mq-deadline,512,on,noatime,30,sync,85.91078225,13876,6938.322718
read,2048,ordered,mq-deadline,512,on,noatime,30,libaio,28.92593828,293554,146777.1557
write,2048,ordered,mq-deadline,512,on,noatime,30,libaio,584.3123132,53663,26831.52508
randread,2048,ordered,mq-deadline,512,on,noatime,30,libaio,295.203857,82279,41139.98745
randwrite,2048,ordered,mq-deadline,512,on,noatime,30,libaio,1121.35087,28349,14174.5431
rw,2048,ordered,mq-deadline,512,on,noatime,30,libaio,565.4909896,25056,12528.08127
randrw,2048,ordered,mq-deadline,512,on,noatime,30,libaio,1254.791057,12558,6279.085407
read,2048,ordered,mq-deadline,512,on,atime,5,sync,1.416228355,284629,142314.8751
write,2048,ordered,mq-deadline,512,on,atime,5,sync,48.46610906,40768,20384.4479
randread,2048,ordered,mq-deadline,512,on,atime,5,sync,21.51081623,73204,36602.06646
randwrite,2048,ordered,mq-deadline,512,on,atime,5,sync,71.39798131,27649,13824.70204
rw,2048,ordered,mq-deadline,512,on,atime,5,sync,5.221317187,206179,103089.9054
randrw,2048,ordered,mq-deadline,512,on,atime,5,sync,83.67068249,14475,7237.984496
read,2048,ordered,mq-deadline,512,on,atime,5,libaio,30.17442784,277401,138700.5291
write,2048,ordered,mq-deadline,512,on,atime,5,libaio,822.6746996,38584,19292.31675
randread,2048,ordered,mq-deadline,512,on,atime,5,libaio,351.4718273,48635,24317.62523
randwrite,2048,ordered,mq-deadline,512,on,atime,5,libaio,1148.787699,27687,13843.68399
rw,2048,ordered,mq-deadline,512,on,atime,5,libaio,298.076103,52794,26397.01131
randrw,2048,ordered,mq-deadline,512,on,atime,5,libaio,1048.17145,14910,7455.115775
read,2048,ordered,mq-deadline,512,on,atime,30,sync,1.258290619,273922,136961.3375
write,2048,ordered,mq-deadline,512,on,atime,30,sync,47.26638953,41829,20914.6322
randread,2048,ordered,mq-deadline,512,on,atime,30,sync,27.15207948,61120,30560.03731
randwrite,2048,ordered,mq-deadline,512,on,atime,30,sync,48.24798064,40655,20327.54342
rw,2048,ordered,mq-deadline,512,on,atime,30,sync,35.08428887,38685,19342.70494
randrw,2048,ordered,mq-deadline,512,on,atime,30,sync,88.5687192,13318,6659.093225
read,2048,ordered,mq-deadline,512,on,atime,30,libaio,34.84650429,259035,129517.7866
write,2048,ordered,mq-deadline,512,on,atime,30,libaio,586.0253165,53674,26837.01884
randread,2048,ordered,mq-deadline,512,on,atime,30,libaio,423.0763668,63228,31614.08587
randwrite,2048,ordered,mq-deadline,512,on,atime,30,libaio,1069.333462,29681,14840.57971
rw,2048,ordered,mq-deadline,512,on,atime,30,libaio,82.06510742,178332,89166.43929
randrw,2048,ordered,mq-deadline,512,on,atime,30,libaio,1134.688753,13826,6913.370002
read,2048,ordered,mq-deadline,512,off,noatime,5,sync,1.15140863,291271,145635.5556
write,2048,ordered,mq-deadline,512,off,noatime,5,sync,49.41832712,39948,19974.39805
randread,2048,ordered,mq-deadline,512,off,noatime,5,sync,20.0347102,77305,38652.90475
randwrite,2048,ordered,mq-deadline,512,off,noatime,5,sync,47.44022841,41321,20660.78184
rw,2048,ordered,mq-deadline,512,off,noatime,5,sync,31.79188106,41616,20808.34129
randrw,2048,ordered,mq-deadline,512,off,noatime,5,sync,87.97768722,13185,6592.596328
read,2048,ordered,mq-deadline,512,off,noatime,5,libaio,35.36101702,261620,130810.3792
write,2048,ordered,mq-deadline,512,off,noatime,5,libaio,775.1181784,40686,20343.31833
randread,2048,ordered,mq-deadline,512,off,noatime,5,libaio,347.4202536,73635,36817.97753
randwrite,2048,ordered,mq-deadline,512,off,noatime,5,libaio,999.5611995,31690,15845.26112
rw,2048,ordered,mq-deadline,512,off,noatime,5,libaio,79.48491574,155988,77994.03341
randrw,2048,ordered,mq-deadline,512,off,noatime,5,libaio,1233.683399,12596,6298.448492
read,2048,ordered,mq-deadline,512,off,noatime,30,sync,1.444548477,281875,140937.6344
write,2048,ordered,mq-deadline,512,off,noatime,30,sync,44.76125853,43983,21991.94631
randread,2048,ordered,mq-deadline,512,off,noatime,30,sync,21.13168049,74031,37015.53234
randwrite,2048,ordered,mq-deadline,512,off,noatime,30,sync,65.89920152,29952,14976.234
rw,2048,ordered,mq-deadline,512,off,noatime,30,sync,26.62629329,48485,24242.95252
randrw,2048,ordered,mq-deadline,512,off,noatime,30,sync,79.63240227,14469,7234.779721
read,2048,ordered,mq-deadline,512,off,noatime,30,libaio,33.42546639,260580,130290.2584
write,2048,ordered,mq-deadline,512,off,noatime,30,libaio,722.1423989,43567,21783.6131
randread,2048,ordered,mq-deadline,512,off,noatime,30,libaio,329.3275342,77926,38963.13912
randwrite,2048,ordered,mq-deadline,512,off,noatime,30,libaio,1160.830394,27380,13690.41153
rw,2048,ordered,mq-deadline,512,off,noatime,30,libaio,103.2249178,147370,73685.4566
randrw,2048,ordered,mq-deadline,512,off,noatime,30,libaio,1164.328835,13346,6673.371452
read,2048,ordered,mq-deadline,512,off,atime,5,sync,1.40426329,296207,148103.9548
write,2048,ordered,mq-deadline,512,off,atime,5,sync,43.66807285,45150,22575.26697
randread,2048,ordered,mq-deadline,512,off,atime,5,sync,20.5530268,77283,38641.50943
randwrite,2048,ordered,mq-deadline,512,off,atime,5,sync,63.95659271,30869,15434.76213
rw,2048,ordered,mq-deadline,512,off,atime,5,sync,11.03804414,65196,32598.00499
randrw,2048,ordered,mq-deadline,512,off,atime,5,sync,97.34499296,12703,6351.70068
